benchmark	mode	entries	miss_ns	plain_us	runtime_us	abs_overhead_us	abs_overhead_pct	proj_overhead_us	proj_overhead_pct	iommu_checks	iotlb_hits	iotlb_misses	iotlb_hit_rate_pct	smid_requests	smid_validations
md_knn	iommu_e256_m250ns	256	250	4457.003	4460.845	3.842	0.086%	95.264	2.137%	45648	45632	16	99.9649%	0	0
md_knn	iommu_e256_m500ns	256	500	4457.003	4461.240	4.237	0.095%	99.256	2.227%	45644	45628	16	99.9649%	0	0
md_knn	iommu_e256_m1000ns	256	1000	4457.003	4464.789	7.786	0.175%	107.252	2.406%	45642	45626	16	99.9649%	0	0
md_knn	iommu_e2048_m100ns	2048	100	4457.003	4457.003	0.000	0.000%	92.860	2.083%	45646	45630	16	99.9649%	0	0
md_knn	iommu_e2048_m250ns	2048	250	4457.003	4460.845	3.842	0.086%	95.264	2.137%	45648	45632	16	99.9649%	0	0
md_knn	iommu_e2048_m500ns	2048	500	4457.003	4461.240	4.237	0.095%	99.256	2.227%	45644	45628	16	99.9649%	0	0
md_knn	iommu_e2048_m1000ns	2048	1000	4457.003	4464.789	7.786	0.175%	107.252	2.406%	45642	45626	16	99.9649%	0	0
mergesort	plain	-	-	3438.083	3438.083	0.000	0.000%	-	-	-	-	-	-	0	0
mergesort	aia-kd	-	-	3438.083	3478.356	40.273	1.171%	75.303	2.190%	-	-	-	-	120610	5
mergesort	iommu_e8_m100ns	8	100	3438.083	3439.316	1.233	0.036%	482.356	14.030%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e8_m250ns	8	250	3438.083	3441.826	3.743	0.109%	483.856	14.073%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e8_m500ns	8	500	3438.083	3439.427	1.344	0.039%	486.356	14.146%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e8_m1000ns	8	1000	3438.083	3444.834	6.751	0.196%	491.356	14.292%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e16_m100ns	16	100	3438.083	3439.316	1.233	0.036%	482.356	14.030%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e16_m250ns	16	250	3438.083	3441.826	3.743	0.109%	483.856	14.073%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e16_m500ns	16	500	3438.083	3439.427	1.344	0.039%	486.356	14.146%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e16_m1000ns	16	1000	3438.083	3444.834	6.751	0.196%	491.356	14.292%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e32_m100ns	32	100	3438.083	3439.316	1.233	0.036%	482.356	14.030%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e32_m250ns	32	250	3438.083	3441.826	3.743	0.109%	483.856	14.073%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e32_m500ns	32	500	3438.083	3439.427	1.344	0.039%	486.356	14.146%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e32_m1000ns	32	1000	3438.083	3444.834	6.751	0.196%	491.356	14.292%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e64_m100ns	64	100	3438.083	3439.316	1.233	0.036%	482.356	14.030%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e64_m250ns	64	250	3438.083	3441.826	3.743	0.109%	483.856	14.073%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e64_m500ns	64	500	3438.083	3439.427	1.344	0.039%	486.356	14.146%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e64_m1000ns	64	1000	3438.083	3444.834	6.751	0.196%	491.356	14.292%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e256_m100ns	256	100	3438.083	3439.316	1.233	0.036%	482.356	14.030%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e256_m250ns	256	250	3438.083	3441.826	3.743	0.109%	483.856	14.073%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e256_m500ns	256	500	3438.083	3439.427	1.344	0.039%	486.356	14.146%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e256_m1000ns	256	1000	3438.083	3444.834	6.751	0.196%	491.356	14.292%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e2048_m100ns	2048	100	3438.083	3439.316	1.233	0.036%	482.356	14.030%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e2048_m250ns	2048	250	3438.083	3441.826	3.743	0.109%	483.856	14.073%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e2048_m500ns	2048	500	3438.083	3439.427	1.344	0.039%	486.356	14.146%	240688	240678	10	99.9958%	0	0
mergesort	iommu_e2048_m1000ns	2048	1000	3438.083	3444.834	6.751	0.196%	491.356	14.292%	240688	240678	10	99.9958%	0	0
mobilenetv2	plain	-	-	25503.015	25503.015	0.000	0.000%	-	-	-	-	-	-	0	0
mobilenetv2	aia-kd	-	-	25503.015	27919.841	2416.826	9.477%	875299.977	3432.143%	-	-	-	-	330970279	550
mobilenetv2	iommu_e8_m100ns	8	100	25503.015	261576.433	236073.418	925.669%	13304461.352	52168.190%	1638708397	1536391676	102316721	93.7563%	0	0
mobilenetv2	iommu_e8_m250ns	8	250	25503.015	508000.399	482497.384	1891.923%	28653231.352	112352.329%	1637030065	1534694695	102335370	93.7487%	0	0
mobilenetv2	iommu_e8_m500ns	8	500	25503.015	918721.967	893218.952	3502.405%	54302846.552	212927.164%	1636808460	1534340129	102468331	93.7397%	0	0
mobilenetv2	iommu_e8_m1000ns	8	1000	25503.015	1739522.911	1714019.896	6720.852%	105537027.564	413821.768%	1636815138	1534346807	102468331	93.7398%	0	0
mobilenetv2	iommu_e16_m100ns	16	100	25503.015	101723.181	76220.166	298.867%	3259749.664	12781.821%	1629783642	1629781776	1866	99.9999%	0	0
mobilenetv2	iommu_e16_m250ns	16	250	25503.015	101804.304	76301.289	299.185%	3260066.852	12783.064%	1629802063	1629800197	1866	99.9999%	0	0
mobilenetv2	iommu_e16_m500ns	16	500	25503.015	101896.329	76393.314	299.546%	3260534.764	12784.899%	1629802564	1629800698	1866	99.9999%	0	0
mobilenetv2	iommu_e16_m1000ns	16	1000	25503.015	102076.805	76573.790	300.254%	3261478.964	12788.602%	1629808424	1629806558	1866	99.9999%	0	0
mobilenetv2	iommu_e32_m100ns	32	100	25503.015	101721.461	76218.446	298.861%	3259742.664	12781.793%	1629783491	1629781695	1796	99.9999%	0	0
mobilenetv2	iommu_e32_m250ns	32	250	25503.015	101808.168	76305.153	299.201%	3260050.264	12782.999%	1629802331	1629800535	1796	99.9999%	0	0
mobilenetv2	iommu_e32_m500ns	32	500	25503.015	101892.660	76389.645	299.532%	3260500.012	12784.763%	1629802627	1629800831	1796	99.9999%	0	0
mobilenetv2	iommu_e32_m1000ns	32	1000	25503.015	102069.291	76566.276	300.224%	3261409.252	12788.328%	1629808509	1629806713	1796	99.9999%	0	0
mobilenetv2	iommu_e64_m100ns	64	100	25503.015	101721.461	76218.446	298.861%	3259742.664	12781.793%	1629783491	1629781695	1796	99.9999%	0	0
mobilenetv2	iommu_e64_m250ns	64	250	25503.015	101808.168	76305.153	299.201%	3260050.264	12782.999%	1629802331	1629800535	1796	99.9999%	0	0
mobilenetv2	iommu_e64_m500ns	64	500	25503.015	101892.660	76389.645	299.532%	3260500.012	12784.763%	1629802627	1629800831	1796	99.9999%	0	0
mobilenetv2	iommu_e64_m1000ns	64	1000	25503.015	102069.291	76566.276	300.224%	3261409.252	12788.328%	1629808509	1629806713	1796	99.9999%	0	0
mobilenetv2	iommu_e256_m100ns	256	100	25503.015	101721.461	76218.446	298.861%	3259742.664	12781.793%	1629783491	1629781695	1796	99.9999%	0	0
mobilenetv2	iommu_e256_m250ns	256	250	25503.015	101808.168	76305.153	299.201%	3260050.264	12782.999%	1629802331	1629800535	1796	99.9999%	0	0
mobilenetv2	iommu_e256_m500ns	256	500	25503.015	101892.660	76389.645	299.532%	3260500.012	12784.763%	1629802627	1629800831	1796	99.9999%	0	0
mobilenetv2	iommu_e256_m1000ns	256	1000	25503.015	102069.291	76566.276	300.224%	3261409.252	12788.328%	1629808509	1629806713	1796	99.9999%	0	0
mobilenetv2	iommu_e2048_m100ns	2048	100	25503.015	101721.461	76218.446	298.861%	3259742.664	12781.793%	1629783491	1629781695	1796	99.9999%	0	0
mobilenetv2	iommu_e2048_m250ns	2048	250	25503.015	101808.168	76305.153	299.201%	3260050.264	12782.999%	1629802331	1629800535	1796	99.9999%	0	0
mobilenetv2	iommu_e2048_m500ns	2048	500	25503.015	101892.660	76389.645	299.532%	3260500.012	12784.763%	1629802627	1629800831	1796	99.9999%	0	0
mobilenetv2	iommu_e2048_m1000ns	2048	1000	25503.015	102069.291	76566.276	300.224%	3261409.252	12788.328%	1629808509	1629806713	1796	99.9999%	0	0
mobilenetv2_35	plain	-	-	25503.015	25503.015	0.000	0.000%	-	-	-	-	-	-	0	0
mobilenetv2_35	aia-kd	-	-	25503.015	26581.441	1078.426	4.229%	890049.487	3489.978%	-	-	-	-	330634905	485
mobilenetv2_35	iommu_e8_m100ns	8	100	25503.015	101999.559	76496.544	299.951%	3279742.948	12860.217%	1629751228	1629544686	206542	99.9873%	0	0
mobilenetv2_35	iommu_e8_m250ns	8	250	25503.015	102685.990	77182.975	302.643%	3309510.738	12976.939%	1629813808	1629612664	201144	99.9877%	0	0
mobilenetv2_35	iommu_e8_m500ns	8	500	25503.015	103810.920	78307.905	307.054%	3362497.546	13184.706%	1629807184	1629600591	206593	99.9873%	0	0
mobilenetv2_35	iommu_e8_m1000ns	8	1000	25503.015	106029.796	80526.781	315.754%	3465726.830	13589.479%	1629773618	1629567025	206593	99.9873%	0	0
mobilenetv2_35	iommu_e16_m100ns	16	100	25503.015	101628.967	76125.952	298.498%	3259645.230	12781.411%	1629750698	1629749230	1468	99.9999%	0	0
mobilenetv2_35	iommu_e16_m250ns	16	250	25503.015	101714.987	76211.972	298.835%	3259903.222	12782.423%	1629769838	1629768370	1468	99.9999%	0	0
mobilenetv2_35	iommu_e16_m500ns	16	500	25503.015	101797.368	76294.353	299.158%	3260271.730	12783.868%	1629770361	1629768893	1468	99.9999%	0	0
mobilenetv2_35	iommu_e16_m1000ns	16	1000	25503.015	102057.919	76554.904	300.180%	3261111.526	12787.161%	1629823377	1629821909	1468	99.9999%	0	0
mobilenetv2_35	iommu_e32_m100ns	32	100	25503.015	101628.967	76125.952	298.498%	3259645.230	12781.411%	1629750698	1629749230	1468	99.9999%	0	0
mobilenetv2_35	iommu_e32_m250ns	32	250	25503.015	101714.987	76211.972	298.835%	3259903.222	12782.423%	1629769838	1629768370	1468	99.9999%	0	0
mobilenetv2_35	iommu_e32_m500ns	32	500	25503.015	101797.368	76294.353	299.158%	3260271.730	12783.868%	1629770361	1629768893	1468	99.9999%	0	0
mobilenetv2_35	iommu_e32_m1000ns	32	1000	25503.015	102057.919	76554.904	300.180%	3261111.526	12787.161%	1629823377	1629821909	1468	99.9999%	0	0
mobilenetv2_35	iommu_e64_m100ns	64	100	25503.015	101628.967	76125.952	298.498%	3259645.230	12781.411%	1629750698	1629749230	1468	99.9999%	0	0
mobilenetv2_35	iommu_e64_m250ns	64	250	25503.015	101714.987	76211.972	298.835%	3259903.222	12782.423%	1629769838	1629768370	1468	99.9999%	0	0
mobilenetv2_35	iommu_e64_m500ns	64	500	25503.015	101797.368	76294.353	299.158%	3260271.730	12783.868%	1629770361	1629768893	1468	99.9999%	0	0
mobilenetv2_35	iommu_e64_m1000ns	64	1000	25503.015	102057.919	76554.904	300.180%	3261111.526	12787.161%	1629823377	1629821909	1468	99.9999%	0	0
mobilenetv2_35	iommu_e256_m100ns	256	100	25503.015	101628.967	76125.952	298.498%	3259645.230	12781.411%	1629750698	1629749230	1468	99.9999%	0	0
mobilenetv2_35	iommu_e256_m250ns	256	250	25503.015	101714.987	76211.972	298.835%	3259903.222	12782.423%	1629769838	1629768370	1468	99.9999%	0	0
mobilenetv2_35	iommu_e256_m500ns	256	500	25503.015	101797.368	76294.353	299.158%	3260271.730	12783.868%	1629770361	1629768893	1468	99.9999%	0	0
mobilenetv2_35	iommu_e256_m1000ns	256	1000	25503.015	102057.919	76554.904	300.180%	3261111.526	12787.161%	1629823377	1629821909	1468	99.9999%	0	0
mobilenetv2_35	iommu_e2048_m100ns	2048	100	25503.015	101628.967	76125.952	298.498%	3259645.230	12781.411%	1629750698	1629749230	1468	99.9999%	0	0
mobilenetv2_35	iommu_e2048_m250ns	2048	250	25503.015	101714.987	76211.972	298.835%	3259903.222	12782.423%	1629769838	1629768370	1468	99.9999%	0	0
mobilenetv2_35	iommu_e2048_m500ns	2048	500	25503.015	101797.368	76294.353	299.158%	3260271.730	12783.868%	1629770361	1629768893	1468	99.9999%	0	0
mobilenetv2_35	iommu_e2048_m1000ns	2048	1000	25503.015	102057.919	76554.904	300.180%	3261111.526	12787.161%	1629823377	1629821909	1468	99.9999%	0	0
mobilenetv2_75	plain	-	-	25503.015	25503.015	0.000	0.000%	-	-	-	-	-	-	0	0
mobilenetv2_75	aia-kd	-	-	25503.015	26574.651	1071.636	4.202%	889267.444	3486.911%	-	-	-	-	330767542	515
mobilenetv2_75	iommu_e8_m100ns	8	100	25503.015	159879.927	134376.912	526.906%	7060372.490	27684.462%	1630946222	1592186203	38760019	97.6235%	0	0
mobilenetv2_75	iommu_e8_m250ns	8	250	25503.015	251319.982	225816.967	885.452%	12961130.468	50821.954%	1630993233	1591883795	39109438	97.6021%	0	0
mobilenetv2_75	iommu_e8_m500ns	8	500	25503.015	401466.025	375963.010	1474.190%	22713553.252	89062.228%	1630210862	1591148353	39062509	97.6038%	0	0
mobilenetv2_75	iommu_e8_m1000ns	8	1000	25503.015	704524.807	679021.792	2662.516%	42244842.018	165646.462%	1630229016	1591166507	39062509	97.6039%	0	0
mobilenetv2_75	iommu_e16_m100ns	16	100	25503.015	101629.027	76126.012	298.498%	3259661.790	12781.476%	1629751678	1629750058	1620	99.9999%	0	0
mobilenetv2_75	iommu_e16_m250ns	16	250	25503.015	101617.178	76114.163	298.452%	3259943.282	12782.580%	1629770854	1629769234	1620	99.9999%	0	0
mobilenetv2_75	iommu_e16_m500ns	16	500	25503.015	101795.919	76292.904	299.152%	3260349.190	12784.172%	1629770852	1629769232	1620	99.9999%	0	0
mobilenetv2_75	iommu_e16_m1000ns	16	1000	25503.015	101968.603	76465.588	299.830%	3261182.992	12787.441%	1629783028	1629781408	1620	99.9999%	0	0
mobilenetv2_75	iommu_e32_m100ns	32	100	25503.015	101629.027	76126.012	298.498%	3259661.790	12781.476%	1629751678	1629750058	1620	99.9999%	0	0
mobilenetv2_75	iommu_e32_m250ns	32	250	25503.015	101617.178	76114.163	298.452%	3259943.282	12782.580%	1629770854	1629769234	1620	99.9999%	0	0
mobilenetv2_75	iommu_e32_m500ns	32	500	25503.015	101795.919	76292.904	299.152%	3260349.190	12784.172%	1629770852	1629769232	1620	99.9999%	0	0
mobilenetv2_75	iommu_e32_m1000ns	32	1000	25503.015	101968.603	76465.588	299.830%	3261182.992	12787.441%	1629783028	1629781408	1620	99.9999%	0	0
mobilenetv2_75	iommu_e64_m100ns	64	100	25503.015	101628.778	76125.763	298.497%	3259661.590	12781.475%	1629751672	1629750054	1618	99.9999%	0	0
mobilenetv2_75	iommu_e64_m250ns	64	250	25503.015	101616.929	76113.914	298.451%	3259942.882	12782.578%	1629770848	1629769230	1618	99.9999%	0	0
mobilenetv2_75	iommu_e64_m500ns	64	500	25503.015	101795.421	76292.406	299.151%	3260348.190	12784.168%	1629770852	1629769234	1618	99.9999%	0	0
mobilenetv2_75	iommu_e64_m1000ns	64	1000	25503.015	101967.607	76464.592	299.826%	3261180.992	12787.433%	1629783028	1629781410	1618	99.9999%	0	0
mobilenetv2_75	iommu_e256_m100ns	256	100	25503.015	101628.778	76125.763	298.497%	3259661.590	12781.475%	1629751672	1629750054	1618	99.9999%	0	0
mobilenetv2_75	iommu_e256_m250ns	256	250	25503.015	101616.929	76113.914	298.451%	3259942.882	12782.578%	1629770848	1629769230	1618	99.9999%	0	0
mobilenetv2_75	iommu_e256_m500ns	256	500	25503.015	101795.421	76292.406	299.151%	3260348.190	12784.168%	1629770852	1629769234	1618	99.9999%	0	0
mobilenetv2_75	iommu_e256_m1000ns	256	1000	25503.015	101967.607	76464.592	299.826%	3261180.992	12787.433%	1629783028	1629781410	1618	99.9999%	0	0
mobilenetv2_75	iommu_e2048_m100ns	2048	100	25503.015	101628.778	76125.763	298.497%	3259661.590	12781.475%	1629751672	1629750054	1618	99.9999%	0	0
mobilenetv2_75	iommu_e2048_m250ns	2048	250	25503.015	101616.929	76113.914	298.451%	3259942.882	12782.578%	1629770848	1629769230	1618	99.9999%	0	0
mobilenetv2_75	iommu_e2048_m500ns	2048	500	25503.015	101795.421	76292.406	299.151%	3260348.190	12784.168%	1629770852	1629769234	1618	99.9999%	0	0
mobilenetv2_75	iommu_e2048_m1000ns	2048	1000	25503.015	101967.607	76464.592	299.826%	3261180.992	12787.433%	1629783028	1629781410	1618	99.9999%	0	0
nw	plain	-	-	1068.516	1068.516	0.000	0.000%	-	-	-	-	-	-	0	0
nw	aia-kd	-	-	1068.516	1208.661	140.145	13.116%	268.651	25.142%	-	-	-	-	121669	21
nw	iommu_e8_m100ns	8	100	1068.516	1076.303	7.786	0.729%	490.674	45.921%	241515	241437	78	99.9677%	0	0
nw	iommu_e8_m250ns	8	250	1068.516	1081.494	12.977	1.214%	502.376	47.016%	241516	241438	78	99.9677%	0	0
nw	iommu_e8_m500ns	8	500	1068.516	1091.186	22.669	2.122%	521.872	48.841%	241514	241436	78	99.9677%	0	0
nw	iommu_e8_m1000ns	8	1000	1068.516	1110.534	42.018	3.932%	560.874	52.491%	241515	241437	78	99.9677%	0	0
nw	iommu_e16_m100ns	16	100	1068.516	1075.613	7.097	0.664%	490.478	45.903%	241515	241439	76	99.9685%	0	0
nw	iommu_e16_m250ns	16	250	1068.516	1081.494	12.977	1.214%	501.878	46.970%	241515	241439	76	99.9685%	0	0
nw	iommu_e16_m500ns	16	500	1068.516	1091.186	22.669	2.122%	520.880	48.748%	241516	241440	76	99.9685%	0	0
nw	iommu_e16_m1000ns	16	1000	1068.516	1109.514	40.998	3.837%	558.880	52.304%	241516	241440	76	99.9685%	0	0
nw	iommu_e32_m100ns	32	100	1068.516	1073.707	5.191	0.486%	487.110	45.588%	241497	241455	42	99.9826%	0	0
nw	iommu_e32_m250ns	32	250	1068.516	1076.303	7.786	0.729%	493.408	46.177%	241496	241454	42	99.9826%	0	0
nw	iommu_e32_m500ns	32	500	1068.516	1082.350	13.833	1.295%	503.910	47.160%	241497	241455	42	99.9826%	0	0
nw	iommu_e32_m1000ns	32	1000	1068.516	1092.608	24.091	2.255%	524.910	49.125%	241497	241455	42	99.9826%	0	0
nw	iommu_e64_m100ns	64	100	1068.516	1073.707	5.191	0.486%	487.110	45.588%	241497	241455	42	99.9826%	0	0
nw	iommu_e64_m250ns	64	250	1068.516	1076.303	7.786	0.729%	493.408	46.177%	241496	241454	42	99.9826%	0	0
nw	iommu_e64_m500ns	64	500	1068.516	1082.350	13.833	1.295%	503.910	47.160%	241497	241455	42	99.9826%	0	0
nw	iommu_e64_m1000ns	64	1000	1068.516	1092.608	24.091	2.255%	524.910	49.125%	241497	241455	42	99.9826%	0	0
nw	iommu_e256_m100ns	256	100	1068.516	1073.707	5.191	0.486%	487.110	45.588%	241497	241455	42	99.9826%	0	0
nw	iommu_e256_m250ns	256	250	1068.516	1076.303	7.786	0.729%	493.408	46.177%	241496	241454	42	99.9826%	0	0
nw	iommu_e256_m500ns	256	500	1068.516	1082.350	13.833	1.295%	503.910	47.160%	241497	241455	42	99.9826%	0	0
nw	iommu_e256_m1000ns	256	1000	1068.516	1092.608	24.091	2.255%	524.910	49.125%	241497	241455	42	99.9826%	0	0
nw	iommu_e2048_m100ns	2048	100	1068.516	1073.707	5.191	0.486%	487.110	45.588%	241497	241455	42	99.9826%	0	0
nw	iommu_e2048_m250ns	2048	250	1068.516	1076.303	7.786	0.729%	493.408	46.177%	241496	241454	42	99.9826%	0	0
nw	iommu_e2048_m500ns	2048	500	1068.516	1082.350	13.833	1.295%	503.910	47.160%	241497	241455	42	99.9826%	0	0
nw	iommu_e2048_m1000ns	2048	1000	1068.516	1092.608	24.091	2.255%	524.910	49.125%	241497	241455	42	99.9826%	0	0
spmv	plain	-	-	1462.783	1462.783	0.000	0.000%	-	-	-	-	-	-	0	0
spmv	aia-kd	-	-	1462.783	1496.602	33.819	2.312%	117.185	8.011%	-	-	-	-	7524	8
spmv	iommu_e8_m100ns	8	100	1462.783	1463.783	1.000	0.068%	30.900	2.112%	14666	14650	16	99.8909%	0	0
spmv	iommu_e8_m250ns	8	250	1462.783	1464.851	2.068	0.141%	33.296	2.276%	14664	14648	16	99.8909%	0	0
spmv	iommu_e8_m500ns	8	500	1462.783	1466.931	4.148	0.284%	37.296	2.550%	14664	14648	16	99.8909%	0	0
spmv	iommu_e8_m1000ns	8	1000	1462.783	1470.569	7.786	0.532%	45.296	3.097%	14664	14648	16	99.8909%	0	0
spmv	iommu_e16_m100ns	16	100	1462.783	1463.783	1.000	0.068%	30.900	2.112%	14666	14650	16	99.8909%	0	0
spmv	iommu_e16_m250ns	16	250	1462.783	1464.851	2.068	0.141%	33.296	2.276%	14664	14648	16	99.8909%	0	0
spmv	iommu_e16_m500ns	16	500	1462.783	1466.931	4.148	0.284%	37.296	2.550%	14664	14648	16	99.8909%	0	0
spmv	iommu_e16_m1000ns	16	1000	1462.783	1470.569	7.786	0.532%	45.296	3.097%	14664	14648	16	99.8909%	0	0
spmv	iommu_e32_m100ns	32	100	1462.783	1463.783	1.000	0.068%	30.900	2.112%	14666	14650	16	99.8909%	0	0
spmv	iommu_e32_m250ns	32	250	1462.783	1464.851	2.068	0.141%	33.296	2.276%	14664	14648	16	99.8909%	0	0
spmv	iommu_e32_m500ns	32	500	1462.783	1466.931	4.148	0.284%	37.296	2.550%	14664	14648	16	99.8909%	0	0
spmv	iommu_e32_m1000ns	32	1000	1462.783	1470.569	7.786	0.532%	45.296	3.097%	14664	14648	16	99.8909%	0	0
spmv	iommu_e64_m100ns	64	100	1462.783	1463.783	1.000	0.068%	30.900	2.112%	14666	14650	16	99.8909%	0	0
spmv	iommu_e64_m250ns	64	250	1462.783	1464.851	2.068	0.141%	33.296	2.276%	14664	14648	16	99.8909%	0	0
spmv	iommu_e64_m500ns	64	500	1462.783	1466.931	4.148	0.284%	37.296	2.550%	14664	14648	16	99.8909%	0	0
spmv	iommu_e64_m1000ns	64	1000	1462.783	1470.569	7.786	0.532%	45.296	3.097%	14664	14648	16	99.8909%	0	0
spmv	iommu_e256_m100ns	256	100	1462.783	1463.783	1.000	0.068%	30.900	2.112%	14666	14650	16	99.8909%	0	0
spmv	iommu_e256_m250ns	256	250	1462.783	1464.851	2.068	0.141%	33.296	2.276%	14664	14648	16	99.8909%	0	0
spmv	iommu_e256_m500ns	256	500	1462.783	1466.931	4.148	0.284%	37.296	2.550%	14664	14648	16	99.8909%	0	0
spmv	iommu_e256_m1000ns	256	1000	1462.783	1470.569	7.786	0.532%	45.296	3.097%	14664	14648	16	99.8909%	0	0
spmv	iommu_e2048_m100ns	2048	100	1462.783	1463.783	1.000	0.068%	30.900	2.112%	14666	14650	16	99.8909%	0	0
spmv	iommu_e2048_m250ns	2048	250	1462.783	1464.851	2.068	0.141%	33.296	2.276%	14664	14648	16	99.8909%	0	0
spmv	iommu_e2048_m500ns	2048	500	1462.783	1466.931	4.148	0.284%	37.296	2.550%	14664	14648	16	99.8909%	0	0
spmv	iommu_e2048_m1000ns	2048	1000	1462.783	1470.569	7.786	0.532%	45.296	3.097%	14664	14648	16	99.8909%	0	0
stencil2d	plain	-	-	14058.818	14058.818	0.000	0.000%	-	-	-	-	-	-	0	0
stencil2d	aia-kd	-	-	14058.818	14102.293	43.475	0.309%	576.233	4.099%	-	-	-	-	156941	17
stencil2d	iommu_e8_m100ns	8	100	14058.818	14035.460	-23.358	-0.166%	807.254	5.742%	312193	310327	1866	99.4023%	0	0
stencil2d	iommu_e8_m250ns	8	250	14058.818	14175.607	116.789	0.831%	1087.154	7.733%	312193	310327	1866	99.4023%	0	0
stencil2d	iommu_e8_m500ns	8	500	14058.818	14406.653	347.835	2.474%	1553.658	11.051%	312195	310329	1866	99.4023%	0	0
stencil2d	iommu_e8_m1000ns	8	1000	14058.818	14876.331	817.513	5.815%	2486.660	17.688%	312194	310328	1866	99.4023%	0	0
stencil2d	iommu_e16_m100ns	16	100	14058.818	14035.460	-23.358	-0.166%	807.254	5.742%	312193	310327	1866	99.4023%	0	0
stencil2d	iommu_e16_m250ns	16	250	14058.818	14175.607	116.789	0.831%	1087.154	7.733%	312193	310327	1866	99.4023%	0	0
stencil2d	iommu_e16_m500ns	16	500	14058.818	14406.653	347.835	2.474%	1553.658	11.051%	312195	310329	1866	99.4023%	0	0
stencil2d	iommu_e16_m1000ns	16	1000	14058.818	14876.331	817.513	5.815%	2486.660	17.688%	312194	310328	1866	99.4023%	0	0
stencil2d	iommu_e32_m100ns	32	100	14058.818	13945.250	-113.568	-0.808%	626.408	4.456%	311538	311504	34	99.9891%	0	0
stencil2d	iommu_e32_m250ns	32	250	14058.818	13944.449	-114.369	-0.814%	631.508	4.492%	311538	311504	34	99.9891%	0	0
stencil2d	iommu_e32_m500ns	32	500	14058.818	13949.474	-109.344	-0.778%	640.012	4.552%	311540	311506	34	99.9891%	0	0
stencil2d	iommu_e32_m1000ns	32	1000	14058.818	13959.397	-99.421	-0.707%	657.012	4.673%	311540	311506	34	99.9891%	0	0
stencil2d	iommu_e64_m100ns	64	100	14058.818	13945.250	-113.568	-0.808%	626.408	4.456%	311538	311504	34	99.9891%	0	0
stencil2d	iommu_e64_m250ns	64	250	14058.818	13944.449	-114.369	-0.814%	631.508	4.492%	311538	311504	34	99.9891%	0	0
stencil2d	iommu_e64_m500ns	64	500	14058.818	13949.474	-109.344	-0.778%	640.012	4.552%	311540	311506	34	99.9891%	0	0
stencil2d	iommu_e64_m1000ns	64	1000	14058.818	13959.397	-99.421	-0.707%	657.012	4.673%	311540	311506	34	99.9891%	0	0
stencil2d	iommu_e256_m100ns	256	100	14058.818	13945.250	-113.568	-0.808%	626.408	4.456%	311538	311504	34	99.9891%	0	0
stencil2d	iommu_e256_m250ns	256	250	14058.818	13944.449	-114.369	-0.814%	631.508	4.492%	311538	311504	34	99.9891%	0	0
stencil2d	iommu_e256_m500ns	256	500	14058.818	13949.474	-109.344	-0.778%	640.012	4.552%	311540	311506	34	99.9891%	0	0
stencil2d	iommu_e256_m1000ns	256	1000	14058.818	13959.397	-99.421	-0.707%	657.012	4.673%	311540	311506	34	99.9891%	0	0
stencil2d	iommu_e2048_m100ns	2048	100	14058.818	13945.250	-113.568	-0.808%	626.408	4.456%	311538	311504	34	99.9891%	0	0
stencil2d	iommu_e2048_m250ns	2048	250	14058.818	13944.449	-114.369	-0.814%	631.508	4.492%	311538	311504	34	99.9891%	0	0
stencil2d	iommu_e2048_m500ns	2048	500	14058.818	13949.474	-109.344	-0.778%	640.012	4.552%	311540	311506	34	99.9891%	0	0
stencil2d	iommu_e2048_m1000ns	2048	1000	14058.818	13959.397	-99.421	-0.707%	657.012	4.673%	311540	311506	34	99.9891%	0	0
stencil3d	plain	-	-	13879.399	13879.399	0.000	0.000%	-	-	-	-	-	-	0	0
stencil3d	aia-kd	-	-	13879.399	14035.379	155.980	1.124%	1045.555	7.533%	-	-	-	-	139072	33
stencil3d	iommu_e8_m100ns	8	100	13879.399	13944.770	65.371	0.471%	572.048	4.122%	276420	276224	196	99.9291%	0	0
stencil3d	iommu_e8_m250ns	8	250	13879.399	13959.717	80.318	0.579%	601.516	4.334%	276454	276258	196	99.9291%	0	0
